id,name_ja,name_zh,name_en,type,damage_class,power,accuracy,priority,pp,description_ja,description_zh,description_en,effect_ja,effect_zh,effect_en,learned_by_pokemon,type_id
75,はっぱカッター,飞叶快刀,razor-leaf,grass,physical,55,95,0,25,はっぱを　とばして 相手を　切りつけて　攻撃する。 急所に　当たりやすい。,飞出叶片， 切斩对手进行攻击。 容易击中要害。,Sharp-edged leaves are launched to slash at opposing Pokémon. This move has a heightened chance of landing a critical hit.,,,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,74,12
76,ソーラービーム,日光束,solar-beam,grass,special,120,100,0,10,１ターン目に　光を　いっぱいに　集め ２ターン目に　光の　束を 発射して　攻撃する。,第１回合收集满满的日光， 第２回合发射光束进行攻击。,"The user gathers light on the first turn, then blasts a bundled beam on the next turn.",,,"Inflicts regular damage.  User charges for one turn before attacking.  During sunny day, the charge turn is skipped.  During hail, rain dance, or sandstorm, power is halved.  This move cannot be selected by sleep talk.",403,12
77,どくのこな,毒粉,poison-powder,poison,status,,75,0,35,毒の　ある　粉を たくさん　ふりまいて 相手を　毒状態に　する。,撒出毒粉， 从而让对手陷入中毒状态。,The user scatters a cloud of poisonous dust that poisons the target.,,,Poisons the target.,45,4
78,しびれごな,麻痹粉,stun-spore,grass,status,,75,0,30,しびれる　粉を たくさん　ふりまいて 相手を　まひ状態に　する。,撒出麻痹粉， 从而让对手陷入麻痹状态。,The user scatters a cloud of numbing powder that paralyzes the target.,,,Paralyzes the target.,54,12
79,ねむりごな,催眠粉,sleep-powder,grass,status,,75,0,15,眠くなる　粉を たくさん　ふりまいて 相手を　眠り状態に　する。,撒出催眠粉， 从而让对手陷入睡眠状态。,The user scatters a cloud of soporific dust that puts the target to sleep.,,,Puts the target to sleep.,38,12
80,はなびらのまい,花瓣舞,petal-dance,grass,special,120,100,0,10,２ー３ターンの　間　花を まきちらして　相手を　攻撃する。 まきちらした　あとは　混乱する。,在２～３回合内， 散落花瓣攻击对手。 之后自己会陷入混乱。,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.,,,"Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.  safeguard does not protect against the confusion from this move.",24,12
81,いとをはく,吐丝,string-shot,bug,status,,95,0,40,口から　吹きだした 糸を　まきつけて　相手の 素早さを　がくっと　さげる。,用口中吐出的丝缠绕对手， 从而大幅降低对手的速度。,The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats.,,,Lowers the target’s Speed by two stages.,70,7
82,りゅうのいかり,龙之怒,dragon-rage,dragon,special,,100,0,10,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,Inflicts exactly 40 damage.,38,16
83,ほのおのうず,火焰旋涡,fire-spin,fire,special,35,85,0,15,激しく　渦をまく　炎の中に ４ー５ターンの　間 相手を　閉じこめて　攻撃する。,将对手困在 激烈的火焰旋涡中， 在４～５回合内进行攻击。,The user traps the target inside a fierce vortex of fire that inflicts damage for four to five turns.,,,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.",108,10
84,でんきショック,电击,thunder-shock,electric,special,40,100,0,30,電気の　刺激を 相手に　浴びせて　攻撃する。 まひ状態に　することが　ある。,发出电流刺激对手进行攻击。 有时会让对手陷入麻痹状态。,The user attacks the target with a jolt of electricity. This may also leave the target with paralysis.,,,Inflicts regular damage.  Has a 10% chance to paralyze the target.,89,13
85,１０まんボルト,十万伏特,thunderbolt,electric,special,90,100,0,15,強い　電撃を 相手に　浴びせて　攻撃する。 まひ状態に　することが　ある。,向对手发出 强力电击进行攻击。 有时会让对手陷入麻痹状态。,The user attacks the target with a strong electric blast. This may also leave the target with paralysis.,,,Inflicts regular damage.  Has a 10% chance to paralyze the target.,343,13
86,でんじは,电磁波,thunder-wave,electric,status,,90,0,20,弱い　電撃を　浴びせることで 相手を　まひ状態に　する。,向对手发出 微弱的电击， 从而让对手陷入麻痹状态。,The user launches a weak jolt of electricity that paralyzes the target.,,,Paralyzes the target.,358,13
87,かみなり,打雷,thunder,electric,special,110,70,0,10,激しい　雷を 相手に　落として　攻撃する。 まひ状態に　することが　ある。,向对手劈下暴雷进行攻击。 有时会让对手陷入麻痹状态。,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.,,,"Inflicts regular damage.  Has a 30% chance to paralyze the target.  During rain dance, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.  During sunny day, this move has 50% accuracy.",305,13
88,いわおとし,落石,rock-throw,rock,physical,50,90,0,15,小さな　岩を　持ちあげて 相手に　投げつけて　攻撃する。,拿起小岩石， 投掷对手进行攻击。,The user picks up and throws a small rock at the target to inflict damage.,,,Inflicts regular damage.,64,6
89,じしん,地震,earthquake,ground,physical,100,100,0,10,地震の　衝撃で　自分の 周りに　いるものを　攻撃する。,利用地震的冲击， 攻击自己周围所有的宝可梦。,The user sets off an earthquake that strikes every Pokémon around it.,,,"Inflicts regular damage.  If the target is in the first turn of dig, this move will hit with double power.",384,5
90,じわれ,地裂,fissure,ground,physical,,30,0,5,地割れの　裂け目に 相手を　落として　攻撃する。 当たれば　一撃で　ひんしに　する。,让对手掉落于地裂的 裂缝中进行攻击。 只要命中就会一击濒死。,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.,,,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.  Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.  The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.",67,5
91,あなをほる,挖洞,dig,ground,physical,80,100,0,10,１ターン目に　潜り　２ターン目で 相手を　攻撃する。,第１回合钻入， 第２回合攻击对手。,"The user burrows into the ground on the first turn, then attacks on the next turn.",,,"Inflicts regular damage.  User digs underground for one turn, becoming immune to attack, and hits on the second turn.  During the immune turn, earthquake, fissure, and magnitude still hit the user normally, and their power is doubled if appropriate.  The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.  This move cannot be selected by sleep talk.",491,5
92,どくどく,剧毒,toxic,poison,status,,90,0,10,相手を　猛毒の　状態に　する。 ターンが　すすむほど 毒の　ダメージが　増えていく。,让对手陷入剧毒状态。 随着回合的推进， 中毒伤害会增加。,A move that leaves the target badly poisoned. Its poison damage worsens every turn.,,,Badly poisons the target.  Never misses when used by a poison-type Pokémon.,977,4
93,ねんりき,念力,confusion,psychic,special,50,100,0,25,弱い　念力を 相手に　送って　攻撃する。 相手を　混乱させることが　ある。,向对手发送 微弱的念力进行攻击。 有时会使对手混乱。,The target is hit with a weak telekinetic force to inflict damage. This may also confuse the target.,,,Inflicts regular damage.  Has a 10% chance to confuse the target.,128,14
94,サイコキネシス,精神强念,psychic,psychic,special,90,100,0,10,強い　念力を　相手に　送って 攻撃する。　相手の　特防を さげることが　ある。,向对手发送 强大的念力进行攻击。 有时会降低对手的特防。,The target is hit with a strong telekinetic force to inflict damage. This may also lower the target’s Sp. Def stat.,,,Inflicts regular damage.  Has a 10% chance to lower the target’s Special Defense by one stage.,318,14
