name,category,page_count,call_count
:天蝎王/Champions招式表,unknown,1,1
:象牙猪/第九世代招式表,unknown,1,1
:象牙猪/Champions招式表,unknown,1,1
:多边兽Ｚ/第九世代招式表,unknown,1,1
:艾路雷朵/第九世代招式表,unknown,1,1
:艾路雷朵/Champions招式表,unknown,1,1
:大朝北鼻/第九世代招式表,unknown,1,1
:黑夜魔灵/第九世代招式表,unknown,1,1
:雪妖女/第九世代招式表,unknown,1,1
:雪妖女/Champions招式表,unknown,1,1
:洛托姆/第九世代招式表,unknown,1,1
:洛托姆/Champions招式表,unknown,1,1
:由克希/第九世代招式表,unknown,1,1
:艾姆利多/第九世代招式表,unknown,1,1
:亚克诺姆/第九世代招式表,unknown,1,1
:帝牙卢卡/第九世代招式表,unknown,1,1
:帕路奇亚/第九世代招式表,unknown,1,1
:席多蓝恩/第九世代招式表,unknown,1,1
:雷吉奇卡斯/第九世代招式表,unknown,1,1
:骑拉帝纳/第九世代招式表,unknown,1,1
:克雷色利亚/第九世代招式表,unknown,1,1
:霏欧纳/第九世代招式表,unknown,1,1
:玛纳霏/第九世代招式表,unknown,1,1
:达克莱伊/第九世代招式表,unknown,1,1
:谢米/第九世代招式表,unknown,1,1
:阿尔宙斯/第九世代招式表,unknown,1,1
:独角虫/第九世代招式表,unknown,1,1
:皮皮/第九世代招式表,unknown,1,1
第二世代招式学习器,unknown,1,1
動畫招式,unknown,1,1
動畫招式/p,unknown,1,1
動畫招式/tm,unknown,1,1
招式效果/携带树果,semantic,1,1
電影片頭曲,unknown,1,1
菲蕾地圖,unknown,1,1
Template:Gameabbrevzh/3,unknown,1,1
:比克提尼/第八世代招式表,unknown,1,1
:藤藤蛇/第九世代招式表,unknown,1,1
:青藤蛇/第九世代招式表,unknown,1,1
:君主蛇/第九世代招式表,unknown,1,1
:君主蛇/Champions招式表,unknown,1,1
:暖暖猪/第九世代招式表,unknown,1,1
:炒炒猪/第九世代招式表,unknown,1,1
:炎武王/第九世代招式表,unknown,1,1
:炎武王/Champions招式表,unknown,1,1
:水水獭/第九世代招式表,unknown,1,1
:双刃丸/第九世代招式表,unknown,1,1
:大剑鬼/第九世代招式表,unknown,1,1
:大剑鬼/Champions招式表,unknown,1,1
:探探鼠/第七世代招式表,unknown,1,1
:步哨鼠/第七世代招式表,unknown,1,1
:步哨鼠/Champions招式表,unknown,1,1
:小约克/第八世代招式表,unknown,1,1
:哈约克/第八世代招式表,unknown,1,1
:长毛狗/第八世代招式表,unknown,1,1
:扒手猫/第八世代招式表,unknown,1,1
:酷豹/第八世代招式表,unknown,1,1
:酷豹/Champions招式表,unknown,1,1
:花椰猴/第九世代招式表,unknown,1,1
:花椰猿/第九世代招式表,unknown,1,1
:花椰猿/Champions招式表,unknown,1,1
:爆香猴/第九世代招式表,unknown,1,1
:爆香猿/第九世代招式表,unknown,1,1
:爆香猿/Champions招式表,unknown,1,1
:冷水猴/第九世代招式表,unknown,1,1
:冷水猿/第九世代招式表,unknown,1,1
:冷水猿/Champions招式表,unknown,1,1
:食梦梦/第八世代招式表,unknown,1,1
:梦梦蚀/第八世代招式表,unknown,1,1
:豆豆鸽/第八世代招式表,unknown,1,1
:咕咕鸽/第八世代招式表,unknown,1,1
:高傲雉鸡/第八世代招式表,unknown,1,1
:斑斑马/第九世代招式表,unknown,1,1
:雷电斑马/第九世代招式表,unknown,1,1
:石丸子/第八世代招式表,unknown,1,1
:地幔岩/第八世代招式表,unknown,1,1
:庞岩怪/第八世代招式表,unknown,1,1
:滚滚蝙蝠/第八世代招式表,unknown,1,1
:心蝙蝠/第八世代招式表,unknown,1,1
:螺钉地鼠/第九世代招式表,unknown,1,1
:龙头地鼠/第九世代招式表,unknown,1,1
:龙头地鼠/Champions招式表,unknown,1,1
:差不多娃娃/第八世代招式表,unknown,1,1
:差不多娃娃/Champions招式表,unknown,1,1
:搬运小匠/第九世代招式表,unknown,1,1
:铁骨土人/第九世代招式表,unknown,1,1
:修建老匠/第九世代招式表,unknown,1,1
:修建老匠/Champions招式表,unknown,1,1
:圆蝌蚪/第八世代招式表,unknown,1,1
:蓝蟾蜍/第八世代招式表,unknown,1,1
:蟾蜍王/第八世代招式表,unknown,1,1
:投摔鬼/第八世代招式表,unknown,1,1
:打击鬼/第八世代招式表,unknown,1,1
:虫宝包/第九世代招式表,unknown,1,1
:宝包茧/第九世代招式表,unknown,1,1
:保姆虫/第九世代招式表,unknown,1,1
:百足蜈蚣/第八世代招式表,unknown,1,1
:车轮球/第八世代招式表,unknown,1,1
:蜈蚣王/第八世代招式表,unknown,1,1
:木棉球/第九世代招式表,unknown,1,1
:风妖精/第九世代招式表,unknown,1,1
:风妖精/Champions招式表,unknown,1,1
:百合根娃娃/第九世代招式表,unknown,1,1
:裙儿小姐/第九世代招式表,unknown,1,1
:野蛮鲈鱼/第九世代招式表,unknown,1,1
进化框/野蛮鲈鱼,unknown,1,1
:黑眼鳄/第九世代招式表,unknown,1,1
:混混鳄/第九世代招式表,unknown,1,1
:流氓鳄/第九世代招式表,unknown,1,1
:流氓鳄/Champions招式表,unknown,1,1
:火红不倒翁/第八世代招式表,unknown,1,1
:达摩狒狒/第八世代招式表,unknown,1,1
:沙铃仙人掌/第八世代招式表,unknown,1,1
:石居蟹/第八世代招式表,unknown,1,1
:岩殿居蟹/第八世代招式表,unknown,1,1
:滑滑小子/第九世代招式表,unknown,1,1
:头巾混混/第九世代招式表,unknown,1,1
:象征鸟/第八世代招式表,unknown,1,1
:哭哭面具/第八世代招式表,unknown,1,1
:死神棺/第八世代招式表,unknown,1,1
:死神棺/Champions招式表,unknown,1,1
:原盖海龟/第八世代招式表,unknown,1,1
:肋骨海龟/第八世代招式表,unknown,1,1
:始祖小鸟/第八世代招式表,unknown,1,1
:始祖大鸟/第八世代招式表,unknown,1,1
:灰尘山/第八世代招式表,unknown,1,1
:灰尘山/Champions招式表,unknown,1,1
:破破袋/第八世代招式表,unknown,1,1
:索罗亚/第九世代招式表,unknown,1,1
:索罗亚克/第九世代招式表,unknown,1,1
:索罗亚克/Champions招式表,unknown,1,1
:泡沫栗鼠/第九世代招式表,unknown,1,1
:奇诺栗鼠/第九世代招式表,unknown,1,1
:哥德宝宝/第九世代招式表,unknown,1,1
:哥德小童/第九世代招式表,unknown,1,1
:哥德小姐/第九世代招式表,unknown,1,1
:双卵细胞球/第九世代招式表,unknown,1,1
:单卵细胞球/第九世代招式表,unknown,1,1
:人造细胞卵/第九世代招式表,unknown,1,1
:人造细胞卵/Champions招式表,unknown,1,1
:舞天鹅/第九世代招式表,unknown,1,1
:鸭宝宝/第九世代招式表,unknown,1,1
:迷你冰/第八世代招式表,unknown,1,1
:多多冰/第八世代招式表,unknown,1,1
:双倍多多冰/第八世代招式表,unknown,1,1
:双倍多多冰/Champions招式表,unknown,1,1
:四季鹿/第九世代招式表,unknown,1,1
:萌芽鹿/第九世代招式表,unknown,1,1
:電飛鼠/第八世代招式表,unknown,1,1
:電飛鼠/Champions招式表,unknown,1,1
:盖盖虫/第八世代招式表,unknown,1,1
:败露球菇/第九世代招式表,unknown,1,1
:哎呀球菇/第九世代招式表,unknown,1,1
:胖嘟嘟/第八世代招式表,unknown,1,1
:保姆曼波/第九世代招式表,unknown,1,1
:电蜘蛛/第九世代招式表,unknown,1,1
:电电虫/第九世代招式表,unknown,1,1
:坚果哑铃/第八世代招式表,unknown,1,1
:麻麻小鱼/第九世代招式表,unknown,1,1
:麻麻鳗/第九世代招式表,unknown,1,1
:麻麻鳗鱼王/第九世代招式表,unknown,1,1
:小灰怪/第八世代招式表,unknown,1,1
:大宇怪/第八世代招式表,unknown,1,1
:烛光灵/第九世代招式表,unknown,1,1
:灯火幽灵/第九世代招式表,unknown,1,1
:水晶灯火灵/第九世代招式表,unknown,1,1
:水晶灯火灵/Champions招式表,unknown,1,1
:牙牙/第九世代招式表,unknown,1,1
:斧牙龙/第九世代招式表,unknown,1,1
:双斧战龙/第九世代招式表,unknown,1,1
:冻原熊/第九世代招式表,unknown,1,1
:冻原熊/Champions招式表,unknown,1,1
:喷嚏熊/第九世代招式表,unknown,1,1
:几何雪花/第九世代招式表,unknown,1,1
:小嘴蜗/第八世代招式表,unknown,1,1
:敏捷虫/第八世代招式表,unknown,1,1
:泥巴鱼/第八世代招式表,unknown,1,1
:泥巴鱼/Champions招式表,unknown,1,1
:功夫鼬/第九世代招式表,unknown,1,1
:师父鼬/第九世代招式表,unknown,1,1
:赤面龙/第八世代招式表,unknown,1,1
:泥偶小人/第九世代招式表,unknown,1,1
:泥偶巨人/第九世代招式表,unknown,1,1
:泥偶巨人/Champions招式表,unknown,1,1
:劈斩司令/第九世代招式表,unknown,1,1
:驹刀小兵/第九世代招式表,unknown,1,1
:爆炸头水牛/第八世代招式表,unknown,1,1
:毛头小鹰/第九世代招式表,unknown,1,1
:勇士雄鹰/第九世代招式表,unknown,1,1
:秃鹰娜/第九世代招式表,unknown,1,1
:秃鹰丫头/第九世代招式表,unknown,1,1
:熔蚁兽/第八世代招式表,unknown,1,1
:铁蚁/第八世代招式表,unknown,1,1
:单首龙/第九世代招式表,unknown,1,1
:双首暴龙/第九世代招式表,unknown,1,1
:三首恶龙/第九世代招式表,unknown,1,1
:三首恶龙/Champions招式表,unknown,1,1
:燃烧虫/第九世代招式表,unknown,1,1
:火神蛾/第九世代招式表,unknown,1,1
:火神蛾/Champions招式表,unknown,1,1
:勾帕路翁/第九世代招式表,unknown,1,1
:代拉基翁/第九世代招式表,unknown,1,1
:毕力吉翁/第九世代招式表,unknown,1,1
:龙卷云/第九世代招式表,unknown,1,1
:雷电云/第九世代招式表,unknown,1,1
:莱希拉姆/第九世代招式表,unknown,1,1
:捷克罗姆/第九世代招式表,unknown,1,1
:土地云/第九世代招式表,unknown,1,1
:酋雷姆/第九世代招式表,unknown,1,1
:凯路迪欧/第九世代招式表,unknown,1,1
:美洛耶塔/第九世代招式表,unknown,1,1
:盖诺赛克特/第八世代招式表,unknown,1,1
遊戲術語,unknown,1,1
PNA,unknown,1,1
:白露/宝可梦,unknown,1,1
:黑连/宝可梦,unknown,1,1
:宝可梦在世界,unknown,1,1
活跃寶可夢,unknown,1,1
化石复原地点‏,unknown,1,1
:阿驯/宝可梦,unknown,1,1
拍档石盘/技術型3,unknown,1,1
阿爾米亞地圖,unknown,1,1
阿爾米亞,unknown,1,1
TCG宝可梦卡,unknown,1,1
:不能使用招式学习器的宝可梦,unknown,1,1
:狩猎地带（城都）/宝可梦,unknown,1,1
版本資料切換/豐緣2,unknown,1,1
Dex0563,unknown,1,1
对战簡报/timeline,unknown,1,1
丰缘四天王,unknown,1,1
MA,unknown,1,1
白露的寶可夢,unknown,1,1
Dex0644,unknown,1,1
巡護員,unknown,1,1
龙爪,unknown,1,1
十字剪,unknown,1,1
岩斧,unknown,1,1
秘剑・千重涛,unknown,1,1
消消乐能力列表/h,unknown,1,1
:青绿/宝可梦,unknown,1,1
救助队DX地图,unknown,1,1
乱斗大混战/top,unknown,1,1
乱斗大混战/enemy,unknown,1,1
超级大乱战地点,unknown,1,1
懷得的寶可夢,unknown,1,1
乱世地图,unknown,1,1
武将列表/h,unknown,1,1
武将登场/信长,unknown,1,1
武将登场/秀吉,unknown,1,1
武将登场/兰丸,unknown,1,1
Hm,unknown,1,1
對戰简报/timeline,unknown,1,1
卡牌信息/header/结草贵妇,unknown,1,1
Dex0359,unknown,1,1
能量卡信息/header/PLASMA,unknown,1,1
Dex0461,unknown,1,1
:哈力栗/第九世代招式表,unknown,1,1
:火狐狸/第九世代招式表,unknown,1,1
:呱呱泡蛙/第九世代招式表,unknown,1,1
:哲尔尼亚斯/第八世代招式表,unknown,1,1
:伊裴尔塔尔/第八世代招式表,unknown,1,1
:仙子伊布/第九世代招式表,unknown,1,1
:仙子伊布/Champions招式表,unknown,1,1
:重要物品,unknown,1,1
催眠粉,unknown,1,1
催眠术,unknown,1,1
蘑菇孢子,unknown,1,1
睡觉,unknown,1,1
暗黑洞,unknown,1,1
宝可乌托邦地图,unknown,1,1
:顽皮熊猫/第八世代招式表,unknown,1,1
:小箭雀/第九世代招式表,unknown,1,1
:坐骑山羊/第九世代招式表,unknown,1,1
卡洛斯地图,unknown,1,1
:伞电蜥/第八世代招式表,unknown,1,1
:宝可梦特别篇第一章列表,unknown,1,1
:宝可梦特别篇第二章列表,unknown,1,1
:宝可梦特别篇第三章列表,unknown,1,1
:宝可梦特别篇第四章列表,unknown,1,1
:宝可梦特别篇第五章列表,unknown,1,1
:宝可梦特别篇第六章列表,unknown,1,1
:宝可梦特别篇第七章列表,unknown,1,1
:宝可梦特别篇第八章列表,unknown,1,1
:宝可梦特别篇第九章列表,unknown,1,1
:宝可梦特别篇第十章列表,unknown,1,1
:宝可梦特别篇第十一章列表,unknown,1,1
:宝可梦特别篇第十二章列表,unknown,1,1
:宝可梦特别篇第十三章列表,unknown,1,1
:宝可梦特别篇第十四章列表,unknown,1,1
:宝可梦特别篇第十五章列表,unknown,1,1
:彩粉蝶/第九世代招式表,unknown,1,1
:彩粉蝶/Champions招式表,unknown,1,1
:音波龙/第九世代招式表,unknown,1,1
:音波龙/Champions招式表,unknown,1,1
:烈箭鹰/第九世代招式表,unknown,1,1
:烈箭鹰/Champions招式表,unknown,1,1
:铁臂枪虾/第九世代招式表,unknown,1,1
:垃垃藻/第九世代招式表,unknown,1,1
:花蓓蓓/第九世代招式表,unknown,1,1
:粉蝶虫/第九世代招式表,unknown,1,1
:粉蝶蛹/第九世代招式表,unknown,1,1
:小狮狮/第九世代招式表,unknown,1,1
拍組/pokemon,unknown,1,1
拍組/stats,unknown,1,1
拍組/skills,unknown,1,1
拍組/desc/title,unknown,1,1
:独剑鞘/第八世代招式表,unknown,1,1
:流氓熊猫/第八世代招式表,unknown,1,1
:流氓熊猫/Champions招式表,unknown,1,1
:好啦鱿/第九世代招式表,unknown,1,1
:乌贼王/第九世代招式表,unknown,1,1
:绵绵泡芙/第八世代招式表,unknown,1,1
:粉香香/第八世代招式表,unknown,1,1
彈珠臺 紅寶石‧藍寶石信息框,unknown,1,1
形象/不可思议迷宫/皮卡丘,unknown,1,1
:朽木妖/第九世代招式表,unknown,1,1
:朽木妖/Champions招式表,unknown,1,1
:坐骑小羊/第九世代招式表,unknown,1,1
:咚咚鼠/第九世代招式表,unknown,1,1
:咚咚鼠/Champions招式表,unknown,1,1
:掘掘兔/第九世代招式表,unknown,1,1
PAGESINCATEGORY:可以超级进化的宝可梦,unknown,1,1
PAGESINCATEGORY:超级石,unknown,1,1
日語動畫片头曲,unknown,1,1
提示框,unknown,1,1
暗暗隊,unknown,1,1
卡牌相關/header,unknown,1,1
卡牌相關/end,unknown,1,1
:长尾火狐/第九世代招式表,unknown,1,1
:呱头蛙/第九世代招式表,unknown,1,1
:宝宝暴龙/第八世代招式表,unknown,1,1
:冰雪龙/第八世代招式表,unknown,1,1
:超能妙喵/第九世代招式表,unknown,1,1
:超能妙喵/Champions招式表,unknown,1,1
:多丽米亚/第七世代招式表,unknown,1,1
:多丽米亚/Champions招式表,unknown,1,1
:胖胖哈力/第九世代招式表,unknown,1,1
:火炎狮/第九世代招式表,unknown,1,1
希特隆的宝可梦,unknown,1,1
:冰雪巨龙/第八世代招式表,unknown,1,1
:冰雪巨龙/Champions招式表,unknown,1,1
:怪颚龙/第八世代招式表,unknown,1,1
:怪颚龙/Champions招式表,unknown,1,1
:双剑鞘/第八世代招式表,unknown,1,1
:妙喵/第九世代招式表,unknown,1,1
:芳香精/第八世代招式表,unknown,1,1
:芳香精/Champions招式表,unknown,1,1
:毒藻龙/第九世代招式表,unknown,1,1
:钢炮臂虾/第九世代招式表,unknown,1,1
:钢炮臂虾/Champions招式表,unknown,1,1
:布里卡隆/第九世代招式表,unknown,1,1
:布里卡隆/Champions招式表,unknown,1,1
:妖火红狐/第九世代招式表,unknown,1,1
:妖火红狐/Champions招式表,unknown,1,1
:甲贺忍蛙/第九世代招式表,unknown,1,1
:甲贺忍蛙/Champions招式表,unknown,1,1
:基格尔德/第八世代招式表,unknown,1,1
:掘地兔/第九世代招式表,unknown,1,1
:掘地兔/Champions招式表,unknown,1,1
:火箭雀/第九世代招式表,unknown,1,1
:花叶蒂/第九世代招式表,unknown,1,1
:花叶蒂/Champions招式表,unknown,1,1
:龟脚脚/第八世代招式表,unknown,1,1
:光电伞蜥/第八世代招式表,unknown,1,1
:光电伞蜥/Champions招式表,unknown,1,1
:嗡蝠/第九世代招式表,unknown,1,1
:南瓜精/第八世代招式表,unknown,1,1
:摔角鹰人/第九世代招式表,unknown,1,1
:摔角鹰人/Champions招式表,unknown,1,1
:花洁夫人/第九世代招式表,unknown,1,1
:花洁夫人/Champions招式表,unknown,1,1
:坚盾剑怪/第八世代招式表,unknown,1,1
:坚盾剑怪/Champions招式表,unknown,1,1
:龟足巨铠/第八世代招式表,unknown,1,1
:黏黏宝/第九世代招式表,unknown,1,1
:黏美儿/第九世代招式表,unknown,1,1
:黏美龙/第九世代招式表,unknown,1,1
:黏美龙/Champions招式表,unknown,1,1
:小木灵/第九世代招式表,unknown,1,1
:南瓜怪人/第八世代招式表,unknown,1,1
:南瓜怪人/Champions招式表,unknown,1,1
:冰宝/第九世代招式表,unknown,1,1
:冰岩怪/第九世代招式表,unknown,1,1
:冰岩怪/Champions招式表,unknown,1,1
:钥圈儿/第九世代招式表,unknown,1,1
:钥圈儿/Champions招式表,unknown,1,1
:蒂安希/第九世代招式表,unknown,1,1
:波尔凯尼恩/第九世代招式表,unknown,1,1
:胡帕/第九世代招式表,unknown,1,1
招式對比/header,unknown,1,1
招式對比/end,unknown,1,1
User:Serpifeu/pmd2item/h,unknown,1,1
User:Serpifeu/pmd2item/mid,unknown,1,1
冲刺赛地图,unknown,1,1
电影片尾曲,unknown,1,1
:胖甜妮/第八世代招式表,unknown,1,1
:胖甜妮/Champions招式表,unknown,1,1
:小碎钻/第九世代招式表,unknown,1,1
招式/天气影响‎,unknown,1,1
:凡轉/宝可梦,unknown,1,1
君莎的寶可夢,unknown,1,1
破坏队,unknown,1,1
寶可消消樂地點,unknown,1,1
事件舞台周期表,unknown,1,1
Dex0698,unknown,1,1
Navbox,unknown,1,1
Ac,unknown,1,1
巡护员宝可梦信息框,unknown,1,1
冰封之岛地图,unknown,1,1
奥卜利比亚地图,unknown,1,1
Indexlist/header1,unknown,1,1
超級不可思議迷宮地点,unknown,1,1
气旋攻击,unknown,1,1
绘图方块奖牌列表/h,unknown,1,1
朋友區地图,unknown,1,1
:玛机雅娜/第九世代招式表,unknown,1,1
Template:神奇宝贝百科音乐工程,unknown,1,1
Dex0413,unknown,1,1
繪圖Type‎‎,unknown,1,1
:木木枭/第九世代招式表,unknown,1,1
:火斑喵/第九世代招式表,unknown,1,1
:球球海狮/第九世代招式表,unknown,1,1
:索尔迦雷欧/第九世代招式表,unknown,1,1
:露奈雅拉/第九世代招式表,unknown,1,1
PPMHGSS,unknown,1,1
:哈烏/寶可夢,unknown,1,1
:岩狗狗/第九世代招式表,unknown,1,1
:树枕尾熊/第九世代招式表,unknown,1,1
:小笃儿/第九世代招式表,unknown,1,1
:猫鼬少/第九世代招式表,unknown,1,1
:强颚鸡母虫/第九世代招式表,unknown,1,1
:卡璞・鸣鸣/第八世代招式表,unknown,1,1
:虫电宝/第九世代招式表,unknown,1,1
:锹农炮虫/第九世代招式表,unknown,1,1
:老翁龙/第八世代招式表,unknown,1,1
:老翁龙/Champions招式表,unknown,1,1
:磨牙彩皮鱼/第九世代招式表,unknown,1,1
:萌虻/第九世代招式表,unknown,1,1
:托戈德玛尔/第八世代招式表,unknown,1,1
:夜盗火蜥/第九世代招式表,unknown,1,1
:谜拟Ｑ/第九世代招式表,unknown,1,1
:谜拟Ｑ/Champions招式表,unknown,1,1
:穿着熊/第八世代招式表,unknown,1,1
:胆小虫/第八世代招式表,unknown,1,1
:甜竹竹/第九世代招式表,unknown,1,1
:花疗环环/第九世代招式表,unknown,1,1
:重泥挽马/第九世代招式表,unknown,1,1
:重泥挽马/Champions招式表,unknown,1,1
:泥驴仔/第九世代招式表,unknown,1,1
:猫鼬探长/第九世代招式表,unknown,1,1
:伪螳草/第九世代招式表,unknown,1,1
:兰螳花/第九世代招式表,unknown,1,1
:小陨星/第九世代招式表,unknown,1,1
:花舞鸟/第九世代招式表,unknown,1,1
:童偶熊/第八世代招式表,unknown,1,1
:沙丘娃/第九世代招式表,unknown,1,1
:噬沙堡爷/第九世代招式表,unknown,1,1
:弱丁鱼/第八世代招式表,unknown,1,1
:拳海参/第八世代招式表,unknown,1,1
:睡睡菇/第八世代招式表,unknown,1,1
:爆焰龟兽/第八世代招式表,unknown,1,1
:好胜蟹/第九世代招式表,unknown,1,1
關都,unknown,1,1
:寶可夢歡樂祭单行本列表,unknown,1,1
:宝可梦欢乐祭 红宝石・蓝宝石篇单行本列表,unknown,1,1
:宝可梦欢乐祭 钻石・珍珠篇单行本列表,unknown,1,1
:宝可梦欢乐祭 心金・魂银篇单行本列表,unknown,1,1
:宝可梦欢乐祭 黑・白篇单行本列表,unknown,1,1
:宝可梦欢乐祭 X・Y篇单行本列表,unknown,1,1
:宝可梦欢乐祭 太阳・月亮篇单行本列表,unknown,1,1
:宝可梦欢乐祭 ANIKI篇单行本列表,unknown,1,1
对战招式表XD/h,unknown,1,1
:宝可梦益智问答列表,unknown,1,1
:心鳞宝/第九世代招式表,unknown,1,1
:属性：空/第八世代招式表,unknown,1,1
GO地區限定,unknown,1,1
:鬃岩狼人/第九世代招式表,unknown,1,1
:鬃岩狼人/Champions招式表,unknown,1,1
:虚吾伊德/第八世代招式表,unknown,1,1
:费洛美螂/第八世代招式表,unknown,1,1
:爆肌蚊/第八世代招式表,unknown,1,1
大集结宝可梦信息框2,unknown,1,1
:投掷猴/第九世代招式表,unknown,1,1
:投掷猴/Champions招式表,unknown,1,1
:智挥猩/第九世代招式表,unknown,1,1
:智挥猩/Champions招式表,unknown,1,1
宝可公园2信息框,unknown,1,1
大亂戰U信息框,unknown,1,1
:投羽枭/第九世代招式表,unknown,1,1
:炎热喵/第九世代招式表,unknown,1,1
:花漾海狮/第九世代招式表,unknown,1,1
:银伴战兽/第八世代招式表,unknown,1,1
:鳞甲龙/第九世代招式表,unknown,1,1
:杖尾鳞甲龙/第九世代招式表,unknown,1,1
:杖尾鳞甲龙/Champions招式表,unknown,1,1
马瑪内的宝可梦,unknown,1,1
:甜舞妮/第九世代招式表,unknown,1,1
:甜冷美后/第九世代招式表,unknown,1,1
:甜冷美后/Champions招式表,unknown,1,1
:蝶结萌虻/第九世代招式表,unknown,1,1
:狙射树枭/第九世代招式表,unknown,1,1
:狙射树枭/Champions招式表,unknown,1,1
:炽焰咆哮虎/第九世代招式表,unknown,1,1
:炽焰咆哮虎/Champions招式表,unknown,1,1
:西狮海壬/第九世代招式表,unknown,1,1
:西狮海壬/Champions招式表,unknown,1,1
:卡璞・蝶蝶/第八世代招式表,unknown,1,1
:卡璞・哞哞/第八世代招式表,unknown,1,1
:卡璞・鳍鳍/第八世代招式表,unknown,1,1
:科斯莫古/第九世代招式表,unknown,1,1
:喇叭啄鸟/第九世代招式表,unknown,1,1
:灯罩夜菇/第八世代招式表,unknown,1,1
:铳嘴大鸟/第九世代招式表,unknown,1,1
:铳嘴大鸟/Champions招式表,unknown,1,1
:焰后蜥/第九世代招式表,unknown,1,1
:焰后蜥/Champions招式表,unknown,1,1
寄放系統,unknown,1,1
:好胜毛蟹/第九世代招式表,unknown,1,1
:好胜毛蟹/Champions招式表,unknown,1,1
:好坏星/第九世代招式表,unknown,1,1
:超坏星/第九世代招式表,unknown,1,1
:超坏星/Champions招式表,unknown,1,1
:滴蛛霸/第九世代招式表,unknown,1,1
:滴蛛霸/Champions招式表,unknown,1,1
:滴蛛/第九世代招式表,unknown,1,1
:具甲武者/第八世代招式表,unknown,1,1
:破破舵轮/第八世代招式表,unknown,1,1
:科斯莫姆/第九世代招式表,unknown,1,1
:电束木/第八世代招式表,unknown,1,1
:铁火辉夜/第八世代招式表,unknown,1,1
:纸御剑/第八世代招式表,unknown,1,1
:恶食大王/第八世代招式表,unknown,1,1
:奈克洛兹玛/第九世代招式表,unknown,1,1
:玛夏多/第八世代招式表,unknown,1,1
昇陽的寶可夢,unknown,1,1
滿月的寶可夢,unknown,1,1
火箭队三人组的寶可夢,unknown,1,1
阿罗拉联盟,unknown,1,1
瑪奧的宝可梦,unknown,1,1
TRETTA相关/header,unknown,1,1
任天堂主機‎,unknown,1,1
活動贈送列表,unknown,1,1
I-Fairuse-manga,unknown,1,1
黑暗气象,unknown,1,1
究极调查队,unknown,1,1
究極調查隊,unknown,1,1
:毒贝比/第八世代招式表,unknown,1,1
:四颚针龙/第八世代招式表,unknown,1,1
:垒磊石/第八世代招式表,unknown,1,1
:砰头小丑/第八世代招式表,unknown,1,1
彩虹火箭隊,unknown,1,1
:捷拉奥拉/第九世代招式表,unknown,1,1
超級進化,unknown,1,1
昇阳的宝可梦,unknown,1,1
欧雷,unknown,1,1
Dex0494,unknown,1,1
方可樂島地图,unknown,1,1
卡牌信息/宝可梦/header,unknown,1,1
卡牌信息/宝可梦/footer,unknown,1,1
卡牌信息/宝可梦/dex,unknown,1,1
滔滔衝浪,unknown,1,1
閃閃雷光,unknown,1,1
活活氣泡,unknown,1,1
麻麻電擊,unknown,1,1
砰砰擊破,unknown,1,1
:美录坦/第八世代招式表,unknown,1,1
:大師訓練家/列表,unknown,1,1
:美录梅塔/第八世代招式表,unknown,1,1
魔杖,unknown,1,1
水莲的宝可梦,unknown,1,1
伽勒尔地图,unknown,1,1
:敲音猴/第九世代招式表,unknown,1,1
:泪眼蜥/第九世代招式表,unknown,1,1
:炎兔儿/第九世代招式表,unknown,1,1
乔伊的寶可夢,unknown,1,1
语句不通顺,unknown,1,1
拍檔石盤/輔助型,unknown,1,1
拍檔石盤/攻擊型,unknown,1,1
伽勒爾地区道馆馆主,unknown,1,1
:毛辫羊/第八世代招式表,unknown,1,1
:藏玛然特/第九世代招式表,unknown,1,1
:苍响/第九世代招式表,unknown,1,1
:幼棉棉/第八世代招式表,unknown,1,1
:钢铠鸦/第九世代招式表,unknown,1,1
:钢铠鸦/Champions招式表,unknown,1,1
:暴噬龟/第九世代招式表,unknown,1,1
:白蓬蓬/第八世代招式表,unknown,1,1
:来电汪/第八世代招式表,unknown,1,1
:捣蛋小妖/第九世代招式表,unknown,1,1
:小炭仔/第九世代招式表,unknown,1,1
:铝钢龙/第九世代招式表,unknown,1,1
:霜奶仙/第九世代招式表,unknown,1,1
:霜奶仙/Champions招式表,unknown,1,1
关於,unknown,1,1
:莫鲁贝可/第九世代招式表,unknown,1,1
:莫鲁贝可/Champions招式表,unknown,1,1
:堵拦熊/第八世代招式表,unknown,1,1
宝可梦地平线角色,unknown,1,1
:古月鸟/第九世代招式表,unknown,1,1
:怖思壶/第九世代招式表,unknown,1,1
:怖思壶/Champions招式表,unknown,1,1
:葱游兵/第八世代招式表,unknown,1,1
玩偶信息框‎,unknown,1,1
尼多娜,unknown,1,1
动画角色‎,unknown,1,1
:雪绒蛾/第九世代招式表,unknown,1,1
:雪吞虫/第九世代招式表,unknown,1,1
:啪咚猴/第九世代招式表,unknown,1,1
:轰擂金刚猩/第九世代招式表,unknown,1,1
:腾蹴小将/第九世代招式表,unknown,1,1
:闪焰王牌/第九世代招式表,unknown,1,1
:变涩蜥/第九世代招式表,unknown,1,1
:千面避役/第九世代招式表,unknown,1,1
:贪心栗鼠/第九世代招式表,unknown,1,1
:藏饱栗鼠/第九世代招式表,unknown,1,1
:稚山雀/第九世代招式表,unknown,1,1
:蓝鸦/第九世代招式表,unknown,1,1
:索侦虫/第八世代招式表,unknown,1,1
:天罩虫/第八世代招式表,unknown,1,1
