id,name_ja,name_zh,name_en,category,fling_power,fling_effect,description_ja,description_zh,description_en,image_path
90,ほしのすな,星星沙子,stardust,loot,30,,てざわりが　サラサラの 赤くて　きれいな　砂。 ショップで　安く　売れる。,手感细腻且十分 美丽的红色沙子。 可以在商店低价出售。,"Lovely red sand that flows between the fingers with a loose, silky feel. It can be sold at a low price to shops.",heldItemImage/stardust.png
91,ほしのかけら,星星碎片,star-piece,loot,30,,キラキラと　赤く　光る きれいな　宝石の　かけら。 ショップで　高く　売れる。,闪着红光且十分 美丽的宝石碎片。 可以在商店高价出售。,A small shard of a beautiful gem that gives off a distinctly red sparkle. It can be sold at a high price to shops.,heldItemImage/star-piece.png
92,きんのたま,金珠,nugget,loot,30,,キラキラと　金色に　光る 純金製の　玉。 ショップで　高く　売れる。,闪着金光， 以纯金制成的珠子。 可以在商店高价出售。,A nugget of the purest gold that gives off a lustrous gleam in direct light. It can be sold at a high price to shops.,heldItemImage/nugget.png
93,ハートのウロコ,心之鳞片,heart-scale,collectibles,30,,きれいな　ハートの　形の とても　珍しい　ウロコ。 渡すと　よろこぶ　人もいる。,有着美丽心形外形 且非常珍稀的鳞片。 有些人收到会很高兴。,"A pretty, heart-shaped scale that is extremely rare. Some people are happy to receive one.",heldItemImage/heart-scale.png
94,あまいミツ,甜甜蜜,honey,dex-completion,30,,ポケモンが　集めた あまい　においが　する　ミツ。 ショップで　安く　売れる。,宝可梦采集的清甜芬芳的花蜜。 可在商店里廉价出售。,A sweet honey collected by Pokémon. It has a lush aroma and can be sold at a low price to shops.,heldItemImage/honey.png
95,すくすくこやし,速速肥,growth-mulch,mulch,30,,きのみを　育てるときの　肥料。 しかし　ホウエン地方の　土には まるで　なじまないので　効果が　ない。,培育树果时的肥料。 但完全不适合丰缘地区的土壤， 所以没什么效果。,"A fertilizer for growing Berries. However, it appears to be unsuitable for the soil in the Hoenn region and has no effect.",heldItemImage/growth-mulch.png
96,じめじめこやし,湿湿肥,damp-mulch,mulch,30,,きのみを　育てるときの　肥料。 しかし　ホウエン地方の　土には まるで　なじまないので　効果が　ない。,培育树果时的肥料。 但完全不适合丰缘地区的土壤， 所以没什么效果。,"A fertilizer for growing Berries. However, it appears to be unsuitable for the soil in the Hoenn region and has no effect.",heldItemImage/damp-mulch.png
97,ながながこやし,久久肥,stable-mulch,mulch,30,,きのみを　育てるときの　肥料。 しかし　ホウエン地方の　土には まるで　なじまないので　効果が　ない。,培育树果时的肥料。 但完全不适合丰缘地区的土壤， 所以没什么效果。,"A fertilizer for growing Berries. However, it appears to be unsuitable for the soil in the Hoenn region and has no effect.",heldItemImage/stable-mulch.png
98,ねばねばこやし,粘粘肥,gooey-mulch,mulch,30,,きのみを　育てるときの　肥料。 しかし　ホウエン地方の　土には まるで　なじまないので　効果が　ない。,培育树果时的肥料。 但完全不适合丰缘地区的土壤， 所以没什么效果。,"A fertilizer for growing Berries. However, it appears to be unsuitable for the soil in the Hoenn region and has no effect.",heldItemImage/gooey-mulch.png
99,ねっこのカセキ,根状化石,root-fossil,dex-completion,100,,大昔　海に　すんでいた 古代ポケモンの　カセキ。 ねっこの　一部らしい。,很久以前栖息在海里的 古代宝可梦的化石。 好像是根的一部分。,A fossil from a prehistoric Pokémon that once lived in the sea. It looks as if it could be part of a plant’s root.,heldItemImage/root-fossil.png
100,ツメのカセキ,爪子化石,claw-fossil,dex-completion,100,,大昔　海に　すんでいた 古代ポケモンの　カセキ。 ツメの　一部らしい。,很久以前栖息在海里的 古代宝可梦的化石。 好像是爪子的一部分。,A fossil from a prehistoric Pokémon that once lived in the sea. It appears to be a fragment of a claw.,heldItemImage/claw-fossil.png
101,かいのカセキ,贝壳化石,helix-fossil,dex-completion,100,,大昔　海に　すんでいた 古代ポケモンの　カセキ。 貝殻の　一部らしい。,很久以前栖息在海里的 古代宝可梦的化石。 好像是贝壳的一部分。,A fossil from a prehistoric Pokémon that once lived in the sea. It might be a piece of a seashell.,heldItemImage/helix-fossil.png
102,こうらのカセキ,甲壳化石,dome-fossil,dex-completion,100,,大昔　海に　すんでいた 古代ポケモンの　カセキ。 こうらの　一部らしい。,很久以前栖息在海里的 古代宝可梦的化石。 好像是甲壳的一部分。,A fossil from a prehistoric Pokémon that once lived in the sea. It could be a shell or carapace.,heldItemImage/dome-fossil.png
103,ひみつのコハク,秘密琥珀,old-amber,dex-completion,100,,古代ポケモンの　遺伝子が 閉じこめられている　コハク。 赤みを　帯びて　透けている。,封存着古代宝可梦 遗传基因的琥珀， 透着点红色。,"A piece of amber that still contains the genetic material of an ancient Pokémon. It’s clear with a tawny, reddish tint.",heldItemImage/old-amber.png
104,たてのカセキ,盾甲化石,armor-fossil,dex-completion,100,,大昔　地上で　暮らした 古代ポケモンの　カセキ。 襟飾りの　一部らしい。,很久以前生活在地上的 古代宝可梦的化石。 好像是领饰的一部分。,A fossil from a prehistoric Pokémon that once lived on the land. It looks to be from some kind of protective collar.,heldItemImage/armor-fossil.png
105,ずがいのカセキ,头盖化石,skull-fossil,dex-completion,100,,大昔　地上で　暮らした 古代ポケモンの　カセキ。 頭の　一部らしい。,很久以前生活在地上的 古代宝可梦的化石。 好像是头部的一部分。,A fossil from a prehistoric Pokémon that once lived on the land. It appears as though it’s part of a head.,heldItemImage/skull-fossil.png
106,きちょうなホネ,贵重骨头,rare-bone,loot,100,,ポケモン考古学の　うえで とても　貴重な　ホネ。 ショップで　高く　売れる。,在宝可梦考古学上 非常贵重的骨头。 可以在商店高价出售。,A rare bone that is extremely valuable for the study of Pokémon archeology. It can be sold for a high price to shops.,heldItemImage/rare-bone.png
107,ひかりのいし,光之石,shiny-stone,evolution,80,,ある　特定の　ポケモンを 進化させる　不思議な　石。 ひかりのように　まぶしい。,能让某些特定宝可梦 进化的神奇石头。 像光芒一样耀眼。,A peculiar stone that can make certain species of Pokémon evolve. It shines with a dazzling light.,heldItemImage/shiny-stone.png
108,やみのいし,暗之石,dusk-stone,evolution,80,,ある　特定の　ポケモンを 進化させる　不思議な　石。 やみのように　暗い。,能让某些特定宝可梦 进化的神奇石头。 像黑夜一般漆黑。,A peculiar stone that can make certain species of Pokémon evolve. It holds shadows as dark as can be.,heldItemImage/dusk-stone.png
109,めざめいし,觉醒之石,dawn-stone,evolution,80,,ある　特定の　ポケモンを 進化させる　不思議な　石。 ひとみのように　まばゆい。,能让某些特定宝可梦 进化的神奇石头。 像眼眸一般光彩动人。,A peculiar stone that can make certain species of Pokémon evolve. It sparkles like a glittering eye.,heldItemImage/dawn-stone.png
110,まんまるいし,浑圆之石,oval-stone,evolution,80,,ある　特定の　ポケモンを 進化させる　不思議な　石。 たまのように　まるい。,能让某些特定宝可梦 进化的神奇石头。 像珠子一般圆润。,A peculiar stone that can make certain species of Pokémon evolve. It’s as round as a Pokémon Egg.,heldItemImage/oval-stone.png
111,かなめいし,楔石,odd-keystone,dex-completion,80,,これがないと　石の塔が 崩れてしまう　大事な石。 ときどき　石から　声が聞こえる。,没有它，石之塔就会 崩塌的重要石头。 有时能从石头里听到声音。,A vital item that is needed to keep a stone tower from collapsing. Voices can be heard from it occasionally.,heldItemImage/odd-keystone.png
112,こんごうだま,金刚宝珠,adamant-orb,species-specific,60,,ディアルガに　持たせると　ドラゴンと はがねタイプの　技の　威力が あがる　光り　輝く　珠。,让帝牙卢卡携带的话， 龙和钢属性的招式威力就会提高。 散发着光辉的宝珠。,A brightly gleaming orb to be held by Dialga. It boosts the power of Dragon- and Steel-type moves when it is held.,heldItemImage/adamant-orb.png
113,しらたま,白玉宝珠,lustrous-orb,species-specific,60,,パルキアに　持たせると　ドラゴンと みずタイプの　技の　威力が あがる　美しく　輝く　珠。,让帕路奇亚携带的话， 龙和水属性的招式威力就会提高。 散发着美丽光辉的宝珠。,A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves when it is held.,heldItemImage/lustrous-orb.png
114,,,grass-mail,all-mail,,,,,Stationery featuring a print of a refreshingly green field. Let a Pokémon hold it for delivery.,heldItemImage/grass-mail.png
115,,,flame-mail,all-mail,,,,,Stationery featuring a print of flames in blazing red. Let a Pokémon hold it for delivery.,heldItemImage/flame-mail.png
116,,,bubble-mail,all-mail,,,,,Stationery featuring a print of a blue world underwater. Let a Pokémon hold it for delivery.,heldItemImage/bubble-mail.png
117,,,bloom-mail,all-mail,,,,,Stationery featuring a print of pretty floral patterns. Let a Pokémon hold it for delivery.,heldItemImage/bloom-mail.png
118,,,tunnel-mail,all-mail,,,,,Stationery featuring a print of a dimly lit coal mine. Let a Pokémon hold it for delivery.,heldItemImage/tunnel-mail.png
119,,,steel-mail,all-mail,,,,,Stationery featuring a print of cool mechanical designs. Let a Pokémon hold it for delivery.,heldItemImage/steel-mail.png
120,,,heart-mail,all-mail,,,,,Stationery featuring a print of giant heart patterns. Let a Pokémon hold it for delivery.,heldItemImage/heart-mail.png
121,,,snow-mail,all-mail,,,,,"Stationery featuring a print of a chilly, snow-covered world. Let a Pokémon hold it for delivery.",heldItemImage/snow-mail.png
122,,,space-mail,all-mail,,,,,Stationery featuring a print depicting the huge expanse of space. Let a Pokémon hold it for delivery.,heldItemImage/space-mail.png
