pokedex_id	pokeapi_id	name_en	name_zh	name_ja	is_default_form	type1	type2	ability1_name	ability2_name	hidden_ability_name	weight_kg	hp	attack	defense	sp_attack	sp_defense	speed	total_stats	description_zh	description_en	description_ja
36	10278	clefable-mega	皮可西（超级进化）	ピクシー（メガシンカ）	FALSE	fairy	flying	magic-bounce			42.3	95	80	93	135	110	70	583	听觉灵敏，连１公里以外 针落地的声音都听得见， 因此平时会待在安静的地方。	"Legend says that on clear, quiet nights, it listens for the voices of its kin living on the moon. I, too, often think of my homeland, so far away."	１キロ先に　落ちた　針の　音も 聞こえるほど　耳が　いいので ふだんは　静かな　ところに　いる。
37	37	vulpix	六尾	ロコン	TRUE	fire		flash-fire		drought	9.9	38	41	40	50	65	65	299	随着身体的成长， ６根尾巴的毛发也会变得更漂亮。 紧紧抱着它时能感到微微的温暖。	"In its belly burns a fire, which Vulpix spits out in the form of fireballs. When young, this Pokémon has but one white tail. As the Pokémon matures, this single tail splits into six."	６本の　しっぽは　育つごとに 毛並みが　良くなり　美しくなる。 抱きしめると　ほんのり　温かい。
37	10103	vulpix-alola	六尾（阿罗拉的样子）	ロコン（アローラのすがた）	FALSE	ice		snow-cloak		snow-warning	9.9	38	41	40	50	65	65	299	会操纵火球捕捉猎物。 如果从小就开始培育的话， 它就会像小狗宝可梦那样亲近人哦。	"Its beautiful fur and tails have made it very popular. As it grows, its tails split to form more tails."	毛並みや　シッポが　美しいので 大人気。　成長に　連れ シッポは　わかれて　増えていく。
38	38	ninetales	九尾	キュウコン	TRUE	fire		flash-fire		drought	19.9	73	76	75	81	100	100	505	聪明伶俐，但爱记仇。 据说如果敢乱抓它的尾巴， 它就会缠着你作祟１０００年。	The coat of gleaming golden fur is quite magnificent. This species is said to store sacred power in its nine long tails and to live for a millennium.	頭が良くて　執念深い。 ふざけて　しっぽを　つかむと １０００年　たたられるという。
38	10104	ninetales-alola	九尾（阿罗拉的样子）	キュウコン（アローラのすがた）	FALSE	ice	fairy	snow-cloak		snow-warning	19.9	73	67	75	81	100	109	505	至今还流传着９位圣者 合体变成九尾的传说， 是充满神秘色彩的宝可梦。	Legend has it that this mystical Pokémon was formed when nine saints coalesced into one.	９人の　聖者が　合体し キュウコンに　なったという　伝説も 残るほど　神秘に満ちた　ポケモン。
39	39	jigglypuff	胖丁	プリン	TRUE	normal	fairy	cute-charm	competitive	friend-guard	5.5	115	45	20	45	25	20	270	能够随意改变声音的波长， 唱出听了绝对会 犯困的神奇旋律。	"By freely changing the wavelength of its voice, Jigglypuff sings a mysterious melody sure to make any listener sleepy."	声の　波長を　自在に　変えて 聞くと　絶対に　眠くなる 不思議な　メロディーを　歌う。
40	40	wigglytuff	胖可丁	プクリン	TRUE	normal	fairy	cute-charm	competitive	frisk	12	140	70	45	85	50	45	435	以自己细腻的体毛为傲。 尤其是额头上的卷毛， 更是有着天堂般的极致触感。	"It’s proud of its fur, which is fine and delicate. In particular, the curl on its forehead has a texture that’s perfectly heavenly."	きめ細やかな　体毛が　自慢。 とくに　額の　巻き毛は 天にも　昇る　極上の　手触り。
41	41	zubat	超音蝠	ズバット	TRUE	poison	flying	inner-focus		infiltrator	7.5	40	45	35	30	40	55	245	栖息在晒不到阳光的洞窟里。 到了早晨便会和同伴聚集起来， 一边互相取暖一边睡觉。	"Makes its home in gloomy caves. Atrophied eyes have left this Pokémon blind, so it scans its surroundings via sound waves that it emits from its mouth as it flies."	陽の　当たらない　洞窟に　棲む。 朝になると　仲間で　集まり 体を　温めあいながら　寝る。
42	42	golbat	大嘴蝠	ゴルバット	TRUE	poison	flying	inner-focus		infiltrator	55	75	80	70	65	75	90	455	用小而灵活的脚走路。 会悄悄接近正在睡觉的猎物， 用尖牙咬住对方吸取血液。	It sinks its sharp fangs into other creatures and slurps up their blood. A closer look at the fangs reveals that they are hollow and akin to straws.	小さな　脚で　器用に　歩く。 寝ている　獲物に　忍びより キバを　突きたて　血を　すするのだ。
43	43	oddish	走路草	ナゾノクサ	TRUE	grass	poison	chlorophyll		run-away	5.4	45	50	55	75	65	30	320	白天会为躲避太阳 而钻入凉爽的地下。 会通过沐浴月光成长。	"During the day, it stays in the cold underground to avoid the sun. It grows by bathing in moonlight."	昼間は　太陽を　避けるため 冷たい　地面に　もぐっている。 月の光を　浴びて　育つ。
44	44	gloom	臭臭花	クサイハナ	TRUE	grass	poison	chlorophyll		stench	8.6	60	65	70	85	75	40	395	看似口水的东西其实是 甜甜的蜜。非常黏稠， 只要碰到就会一直黏住。	What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.	よだれのように　見える　甘い蜜。 とても　ねばねば　しており　触れると いつまでも　まとわりつく。
45	45	vileplume	霸王花	ラフレシア	TRUE	grass	poison	chlorophyll		effect-spore	18.6	75	80	85	110	90	50	490	虽然花瓣越大， 就能放出越多的花粉， 但这样脑袋会变沉，容易疲倦。	"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."	花びらが　大きいほど たくさん　花粉を　出すが 頭が　重たくて　疲れてしまうという。
46	46	paras	派拉斯	パラス	TRUE	bug	grass	effect-spore	dry-skin	damp	5.4	35	70	55	45	55	25	285	它会通过挖洞来从树根里 吸取营养，但大部分营养 都会被背上的蘑菇抢走。	Sometimes seen at the foot of trees in humid forests. The mushrooms on its back—called tochukaso—are not present on infant specimens and instead emerge as Paras matures.	穴を掘り　木の根っこ　から 栄養を　摂るが　ほとんどは 背中の　キノコに　奪われる。
47	47	parasect	派拉斯特	パラセクト	TRUE	bug	grass	effect-spore	dry-skin	damp	29.5	60	95	80	60	80	30	405	由于虫子的精华不断被吸走， 在思考的似乎已经不是虫子， 而是背上的蘑菇了。	"Mushroom-lacking specimens of this Pokémon lie unmoving in the forest, lending credence to the hypothesis that the large mushroom is in control of Parasect's actions."	ずっと　エキスを　吸い続けられ もはや　ムシではなく　背中の キノコが　考えているようだ。
48	48	venonat	毛球	コンパン	TRUE	bug	poison	compound-eyes	tinted-lens	run-away	30	60	55	50	40	55	45	305	在明亮的地方你便能发现它 具有雷达功能的大眼其实是 由许多个小眼睛聚集而成的。	"Its large eyes act as radar. In a bright place, you can see that they are clusters of many tiny eyes."	レーダーになる　大きな　目は 明るいところでは　小さな　目が 集まって　できているのが　わかる。
49	49	venomoth	摩鲁蛾	モルフォン	TRUE	bug	poison	shield-dust	tinted-lens	wonder-skin	12.5	70	65	60	90	75	90	450	如果不小心把它翅膀上的鳞粉 沾到了身上，那不但会很难去除， 更糟的是毒素也会从那里渗入。	The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact.	ハネの　りん粉は　体につくと なかなか　取れない。しかも　そこから 毒の　成分が　染み込んでくる。
50	50	diglett	地鼠	ディグダ	TRUE	ground		sand-veil	arena-trap	sand-force	0.8	10	55	25	35	45	95	265	在地下较浅的地方移动。 被它挖掘过的地面会鼓起来， 所以非常容易发现。	"It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot."	地中の　浅いところを　移動。 掘り進んだあとは　地面が 盛り上がっているので　すぐわかる。
50	10105	diglett-alola	地鼠（阿罗拉的样子）	ディグダ（アローラのすがた）	FALSE	ground	steel	sand-veil	tangling-hair	sand-force	1	10	55	30	35	45	90	265	在地下啃食树根。 因有些品种的蔬菜会遭其啃食， 是可能对农户造成灾害的宝可梦。	It chews on plant roots underground. Farmers whose vegetables are vulnerable find it can be quite a pest.	地下で　木の根を　かじる。　育てる 野菜の　品種に　よっては 農家に　害を　なす　ポケモン。
51	51	dugtrio	三地鼠	ダグトリオ	TRUE	ground		sand-veil	arena-trap	sand-force	33.3	35	100	50	50	70	120	425	三胞胎的地鼠，拥有能够挖掘到 地下１００公里深的潜力。没人知道 它在地下的部分究竟长成什么样子。	These Diglett triplets dig over 60 miles below sea level. No one knows what it’s like underground.	地下１００キロまで　掘り進む。 パワーを秘めた　三つ子の　ディグダ。 地面の下は　だれも　知らない。
51	10106	dugtrio-alola	三地鼠（阿罗拉的样子）	ダグトリオ（アローラのすがた）	FALSE	ground	steel	sand-veil	tangling-hair	sand-force	66.6	35	100	60	50	70	110	425	三胞胎合作行动。 甚至连地下１００公里都能挖到， 这种力量是团队合作的成果。	This set of triplets moves cooperatively. It’s the power of teamwork that enables this Pokémon to dig to a depth of 60 miles.	三つ子が　協力し　行動。 地下１００キロを　掘り進むほどの パワーは　チームワークの　賜物。
52	52	meowth	喵喵	ニャース	TRUE	normal		pickup	technician	unnerve	4.2	40	45	35	40	40	90	290	为了不弄脏额头上的 金币，会常常洗脸。 和伽勒尔的喵喵关系不好。	"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."	額の　小判が　汚れないよう まめに　顔を　洗う。　ガラルの ニャースとは　仲が　悪い。
52	10107	meowth-alola	喵喵（阿罗拉的样子）	ニャース（アローラのすがた）	FALSE	dark		pickup	technician	rattled	4.2	40	35	35	50	40	90	290	白天就一直睡啊睡地度过， 太阳落山时才开始活动。 在夜晚的街道上搜寻硬币。	"It lies around all day, becoming active near dusk. At night, it wanders the city in search of loose change."	昼間は　だらだら　寝て過ごし 日が　暮れるころに　活動開始。 夜の街で　コインを　探す。
52	10161	meowth-galar	喵喵（伽勒尔的样子）	ニャース（ガラルのすがた）	FALSE	steel		pickup	tough-claws	unnerve	7.5	50	65	55	40	40	40	290	喜欢收集亮晶晶的东西。 当它心情好的时候，会让 训练家一起欣赏自己的收藏。	It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.	光り物を　集めるのが　好き。 機嫌が　いいときは　トレーナーにも コレクションを　見せてくれるぞ。
52	10200	meowth-gmax	喵喵（超极巨化）	ニャース（キョダイマックス）	FALSE	normal		pickup	technician	unnerve	1000	40	45	35	40	40	90	290	为了不弄脏额头上的 金币，会常常洗脸。 和伽勒尔的喵喵关系不好。	"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."	額の　小判が　汚れないよう まめに　顔を　洗う。　ガラルの ニャースとは　仲が　悪い。
53	53	persian	猫老大	ペルシアン	TRUE	normal		limber	technician	unnerve	32	65	70	60	65	65	115	440	拥有优雅高贵的身姿。 与野蛮的喵头目性格不合， 互相看不起对方。	Its elegant and refined behavior clashes with that of the barbaric Perrserker. The relationship between the two is one of mutual disdain.	優雅で　上品な　身のこなし。 野蛮な　ニャイキングとは　そりが あわず　お互いを　見下している。
